loan_id,issue_date,region,property_type,loan_amount,appraised_value,interest_rate,loan_term_months,borrower_age,monthly_income,housing_fund_contribution,employment_length_years,credit_score,delinquency_history,co_borrower,has_mortgage_insurance,collateral_value,predicted_collateral_value,predicted_ltv,risk_level
726,2018-04-23,滨江,别墅,914411.62,1031587.3,3.6263,202,24,9717.45,1114.68,18,824,0,1,1,1066263.72,1106372.95,0.8265,高风险
727,2018-03-11,江南,公寓,920820.42,1235961.24,3.7263,202,25,32497.79,2672.44,23,647,0,0,0,1166447.66,1317273.52,0.699,中风险
728,2018-06-11,江北,别墅,399535.55,461306.9,2.7218,222,26,21740.38,2297.37,13,659,0,0,0,463565.75,457158.99,0.874,高风险
729,2017-04-02,滨江,公寓,951863.41,1190741.2,2.6918,335,37,20360.8,1663.21,25,699,2,1,1,1399156.99,1265750.32,0.752,中风险
730,2019-12-23,江南,公寓,726639.94,748862.55,2.9502,129,36,12885.18,1284.12,12,621,0,1,0,791794.43,770468.18,0.9431,高风险
731,2019-12-20,临平,商住两用,595788.81,744925.6,3.494,160,35,28625.14,2583.45,7,747,1,1,1,730232.24,792222.93,0.752,中风险
732,2017-03-04,江南,别墅,360826.89,491477.29,3.8999,343,36,12004.28,1234.14,24,732,1,1,1,458302.38,501221.08,0.7199,中风险
733,2017-09-01,江南,公寓,623703.53,684446.4,2.9166,205,36,20987.78,2283.42,24,747,0,1,0,712389.27,708459.51,0.8804,高风险
734,2019-02-01,萧山,公寓,1155627.77,1477671.8,4.1,190,23,15103.4,1438.7,19,661,0,1,0,1599157.06,1587050.38,0.7282,中风险
735,2018-07-21,滨江,别墅,341946.64,460499.43,4.1724,197,32,13881.77,1627.01,29,684,0,0,1,508078.52,472274.1,0.724,中风险
736,2018-01-23,临平,公寓,871966.04,896797.65,3.8107,175,27,17926.17,1704.72,2,834,0,1,1,951687.29,959768.89,0.9085,高风险
737,2019-02-25,江南,公寓,1178848.31,1555438.22,3.858,171,40,6732.39,611.83,28,676,0,1,0,1605173.09,1672384.64,0.7049,中风险
738,2018-06-03,萧山,商住两用,906088.1,1092122.36,3.4268,161,46,25758.04,2443.17,18,856,0,1,1,1158591.41,1180176.04,0.7678,中风险
739,2018-05-05,江南,别墅,1117942.93,1496083.39,3.4654,258,49,16809.87,1635.07,20,709,1,1,1,1651836.66,1616148.38,0.6917,中风险
740,2019-11-27,江南,别墅,1049898.02,1452002.69,3.604,328,36,30740.57,2946.61,27,794,2,0,0,1533602.57,1568884.47,0.6692,中风险
741,2018-02-11,江北,商住两用,1037217.6,1409175.08,3.5598,221,48,12572.14,1182.35,14,634,0,1,0,1536881.0,1507902.39,0.6879,中风险
742,2017-02-23,江南,公寓,1251108.39,1387260.27,3.3107,331,36,22259.01,1866.72,27,677,0,0,1,1362567.03,1476578.37,0.8473,高风险
743,2017-05-15,滨江,别墅,1251992.4,1489699.3,3.2257,223,23,26934.56,2478.21,13,771,0,1,1,1564076.27,1608914.98,0.7782,中风险
744,2018-01-09,江北,商住两用,1006618.87,1396712.57,3.2716,257,29,18681.05,1933.21,29,759,1,0,1,1389122.28,1511220.09,0.6661,中风险
745,2018-09-03,临平,公寓,401305.39,532101.0,3.8523,356,29,19640.59,2159.72,8,820,0,1,1,616746.31,555579.34,0.7223,中风险
746,2019-08-03,萧山,别墅,812031.16,981283.62,3.82,219,26,13596.13,1151.68,17,831,0,1,1,1029367.19,1051492.21,0.7723,中风险
747,2018-02-22,江北,公寓,471700.27,649445.65,2.9485,244,38,6170.77,685.14,26,670,1,0,0,695399.09,664864.33,0.7095,中风险
748,2017-03-05,萧山,商住两用,1045549.27,1490955.96,3.5848,232,54,17000.27,1835.3,1,848,1,0,1,1635137.97,1630914.14,0.6411,中风险
749,2019-12-14,临平,别墅,385599.78,400738.17,4.1361,290,45,20238.77,2029.64,8,650,0,0,0,395290.06,390574.55,0.9873,高风险
750,2019-05-16,临平,公寓,385482.51,522521.22,2.9246,225,30,22790.0,2034.92,5,733,0,1,0,484558.91,530936.03,0.726,中风险
751,2017-09-22,临平,公寓,580569.77,719171.33,3.1309,327,31,15585.88,1398.79,16,689,0,1,1,788964.51,744232.57,0.7801,中风险
752,2017-11-05,滨江,公寓,1160688.72,1236633.95,3.9309,242,55,35696.01,2959.33,6,706,0,1,1,1353726.82,1321322.35,0.8784,高风险
753,2018-01-28,临平,公寓,634077.83,746679.26,2.9371,305,46,17723.29,1847.78,28,695,1,1,0,757208.89,769469.68,0.824,高风险
754,2018-02-18,滨江,排屋,403145.81,564905.13,2.8547,284,25,17085.63,1635.62,15,754,0,1,1,611861.23,582702.61,0.6919,中风险
755,2018-06-03,萧山,排屋,997595.59,1435392.41,3.5323,277,27,13547.79,1229.17,9,727,0,0,1,1489457.44,1551844.78,0.6428,中风险
756,2018-09-22,临平,排屋,723308.46,809208.26,3.3417,288,35,29049.42,3358.75,5,731,0,1,1,849307.4,857630.63,0.8434,高风险
757,2017-12-24,临平,公寓,1178622.76,1517321.12,2.96,322,44,11492.34,1217.03,16,771,0,1,1,1707812.44,1635792.38,0.7205,中风险
758,2018-02-13,滨江,商住两用,1116852.24,1611327.85,2.6057,168,39,33834.17,3322.19,18,721,0,1,0,1708160.84,1743915.1,0.6404,中风险
759,2019-02-16,临平,公寓,748428.78,853892.8,2.8445,151,46,28803.73,3449.75,2,615,0,1,0,926595.99,897674.87,0.8337,高风险
760,2017-02-11,江南,排屋,1277299.54,1690898.55,3.0973,181,37,12613.13,1313.61,25,716,1,0,0,1888441.8,1827066.16,0.6991,中风险
761,2018-04-18,萧山,商住两用,923970.7,1320828.12,2.7596,309,40,30286.51,2573.82,8,788,0,1,0,1392940.77,1416684.64,0.6522,中风险
762,2019-10-28,滨江,别墅,698969.23,766087.41,2.7756,140,49,27372.75,2674.35,24,776,1,0,1,820673.05,811978.59,0.8608,高风险
763,2018-01-16,萧山,排屋,817408.15,960091.07,3.3738,172,46,10335.47,858.82,27,773,0,1,0,982579.76,1013957.82,0.8062,高风险
764,2018-10-16,滨江,公寓,1261441.98,1651128.5,3.5858,285,27,19567.37,2191.62,13,756,0,0,1,1906345.34,1793088.97,0.7035,中风险
765,2018-05-12,江南,公寓,543985.7,633725.74,4.3449,242,33,11056.25,1262.03,21,844,0,0,0,704817.91,664630.94,0.8185,高风险
766,2019-12-18,江南,公寓,369063.77,382226.4,4.231,235,32,14794.58,1691.61,9,675,0,1,0,401172.8,374926.46,0.9844,高风险
767,2019-01-19,临平,公寓,961529.47,1300870.85,4.2692,309,34,14647.29,1447.3,14,665,0,0,0,1299991.99,1390663.3,0.6914,中风险
768,2018-09-25,江南,公寓,681551.98,736427.68,3.5339,167,38,29607.25,2754.04,6,719,0,0,0,856561.28,769876.26,0.8853,高风险
769,2018-03-28,滨江,商住两用,449645.16,623999.45,4.06,266,40,19872.16,1951.4,23,636,1,0,0,700513.33,640872.02,0.7016,中风险
770,2019-09-24,江南,公寓,715820.49,884949.44,4.2837,253,45,29591.54,3050.85,27,787,1,1,0,992693.22,942278.88,0.7597,中风险
771,2017-02-20,江南,别墅,1294820.3,1785396.25,2.8022,351,49,17477.17,1607.56,1,741,0,0,0,1904856.32,1927302.72,0.6718,中风险
772,2018-04-05,江北,别墅,336050.48,370388.85,3.3683,244,48,19990.47,1971.22,29,684,0,1,0,390241.7,354831.08,0.9471,高风险
773,2018-01-12,江南,公寓,775787.63,910736.34,3.7435,230,27,23947.09,2255.6,17,824,0,1,0,1008924.0,967051.02,0.8022,高风险
774,2017-03-24,临平,公寓,1016882.92,1140255.1,2.6432,175,46,6724.2,646.44,26,815,0,1,1,1266880.81,1218630.81,0.8344,高风险
775,2018-08-14,临平,商住两用,1068366.85,1085749.36,3.9638,306,55,8018.68,952.02,30,773,0,1,1,1120868.86,1152318.97,0.9271,高风险
776,2018-07-08,江南,公寓,361053.82,410268.93,4.2687,169,49,23078.85,2231.81,27,657,0,1,0,369224.1,405648.01,0.8901,高风险
777,2018-12-16,江南,别墅,1091271.91,1198863.14,4.2015,162,54,9427.11,1006.6,26,755,0,1,1,1257905.8,1287190.72,0.8478,高风险
778,2019-04-08,江南,排屋,1118633.22,1337038.54,3.0763,360,55,15017.07,1785.69,13,606,1,1,0,1362992.73,1417160.38,0.7893,中风险
779,2018-03-04,滨江,商住两用,1003434.09,1231845.44,3.3221,222,49,22997.19,2114.9,8,663,0,0,1,1277076.2,1318668.4,0.7609,中风险
780,2017-06-12,临平,商住两用,435861.88,482088.1,4.1384,245,48,23652.7,2275.69,28,700,0,0,1,523653.14,491084.66,0.8875,高风险
781,2017-02-03,萧山,公寓,400664.05,533621.85,2.8626,229,54,32897.44,3861.34,26,657,1,0,0,596085.89,546020.7,0.7338,中风险
782,2017-03-10,临平,别墅,643538.9,654816.29,3.62,130,23,30642.89,2687.07,6,780,1,1,1,681757.75,692002.37,0.93,高风险
783,2017-02-15,萧山,商住两用,914044.38,1020980.26,3.7261,299,55,8883.61,926.2,23,725,0,1,0,1087898.43,1073450.67,0.8515,高风险
784,2018-04-26,江南,排屋,1284906.7,1463761.53,3.1716,181,52,10461.63,901.88,3,610,0,0,0,1608974.37,1560021.89,0.8236,高风险
785,2019-02-10,江北,公寓,1074959.37,1407634.16,3.6137,303,53,19060.05,1618.29,21,734,1,1,0,1467317.69,1508428.87,0.7126,中风险
786,2018-07-06,滨江,公寓,1116268.43,1349096.1,4.2915,320,43,19488.37,2195.0,24,796,0,0,0,1470327.11,1450787.94,0.7694,中风险
787,2018-06-05,临平,排屋,361184.97,383995.04,3.4974,246,40,33219.21,3615.29,14,599,1,1,1,446758.01,380708.26,0.9487,高风险
788,2017-03-11,临平,商住两用,986748.6,1367631.91,3.9021,190,48,32687.59,3914.18,20,680,0,0,1,1585959.21,1487525.96,0.6633,中风险
789,2017-05-11,滨江,别墅,337556.6,427074.63,4.2889,136,53,30886.58,2986.42,15,698,2,1,1,396023.99,444522.08,0.7594,中风险
790,2017-09-08,临平,公寓,359733.26,513844.38,3.3862,221,23,18900.32,2236.77,26,720,0,1,0,500957.77,524816.19,0.6854,中风险
791,2018-10-07,滨江,公寓,843408.21,1053047.16,3.9644,338,38,33768.87,3226.99,24,748,0,0,0,1093933.5,1118178.8,0.7543,中风险
792,2017-03-24,江北,排屋,1036396.25,1115224.74,3.1116,185,49,10855.84,1053.65,24,663,0,1,1,1207214.73,1180866.69,0.8777,高风险
793,2017-01-08,江北,别墅,384662.63,518006.98,3.9273,189,34,9401.12,921.8,4,836,1,1,0,555893.72,540893.75,0.7112,中风险
794,2017-07-26,萧山,商住两用,505514.16,720470.57,3.8693,353,28,35763.69,3093.26,11,662,0,0,1,696160.65,751922.28,0.6723,中风险
795,2018-02-26,滨江,排屋,822171.36,1122522.26,2.9716,168,53,29203.9,3209.78,3,696,2,1,1,1213017.93,1214235.13,0.6771,中风险
796,2017-10-12,滨江,商住两用,336778.9,437496.38,3.2519,206,49,28491.98,2287.84,11,817,0,0,0,475938.95,443017.46,0.7602,中风险
797,2019-09-24,江南,别墅,1066352.31,1123816.83,4.019,321,43,13381.13,1357.96,14,730,0,0,0,1152168.65,1188163.74,0.8975,高风险
798,2018-07-03,萧山,公寓,1275626.97,1484451.38,3.472,309,42,18206.13,1475.53,10,747,0,0,0,1524289.47,1587995.37,0.8033,高风险
799,2017-05-25,滨江,公寓,647109.45,905813.31,2.9196,174,28,12945.58,1178.83,27,857,1,1,1,951152.97,973042.47,0.665,中风险
800,2019-06-09,江北,别墅,1046272.43,1110724.11,2.7651,270,23,9204.86,912.01,16,764,0,0,1,1133248.1,1178983.19,0.8874,高风险
